TS01, '2000-01-01-00:00:00' 
730486.000000,33.682202
730486.083333,33.668866
730486.166667,30.045718
730486.250000,23.723903
730486.333333,16.434391
730486.416667,10.110276
730486.500000,6.458189
730486.583333,6.496230
730486.666667,10.160121
730486.750000,16.460930
730486.833333,23.813043
730486.916667,30.159834
730487.000000,33.833139
730487.083333,33.876866
730487.166667,30.229651
730487.250000,23.904543
730487.333333,16.572113
730487.416667,10.240566
730487.500000,6.592451
730487.583333,6.615130
730487.666667,10.278888
730487.750000,16.639917
730487.833333,23.961986
730487.916667,30.317790
730488.000000,34.016537
730488.083333,34.036766
730488.166667,30.411431
730488.250000,24.030449
730488.333333,16.747063
730488.416667,10.455436
730488.500000,6.776526
730488.583333,6.785513
730488.666667,10.455752
730488.750000,16.803440
730488.833333,24.144965
730488.916667,30.509440
730489.000000,34.190205
730489.083333,34.216709
730489.166667,30.553164
730489.250000,24.222778
730489.333333,16.928069
730489.416667,10.596220
730489.500000,6.941539
730489.583333,6.949334
730489.666667,10.602223
730489.750000,16.953449
730489.833333,24.269017
730489.916667,30.637668
730490.000000,34.309545
730490.083333,34.330121
730490.166667,30.677774
730490.250000,24.370015
730490.333333,17.039780
730490.416667,10.722936
730490.500000,7.085028
730490.583333,7.113209
730490.666667,10.784092
730490.750000,17.116542
730490.833333,24.479417
730490.916667,30.848168
730491.000000,34.486511
730491.083333,34.540867
730491.166667,30.861660
730491.250000,24.552198
730491.333333,17.205142
730491.416667,10.893349
730491.500000,7.286110
730491.583333,7.273396
730491.666667,10.951969
730491.750000,17.322420
730491.833333,24.637924
730491.916667,30.990171
730492.000000,34.630255
730492.083333,34.701629
730492.166667,31.029585
730492.250000,24.672409
730492.333333,17.378989
730492.416667,11.031342
730492.500000,7.385556
730492.583333,7.414229
730492.666667,11.094154
730492.750000,17.421435
730492.833333,24.775804
730492.916667,31.073305
730493.000000,34.782342
730493.083333,34.783990
730493.166667,31.156328
730493.250000,24.841130
730493.333333,17.526794
730493.416667,11.189152
730493.500000,7.512266
730493.583333,7.545660
730493.666667,11.231329
730493.750000,17.562780
730493.833333,24.904281
730493.916667,31.261989
730494.000000,34.938780
730494.083333,34.970431
730494.166667,31.326801
730494.250000,24.980933
730494.333333,17.698905
730494.416667,11.348710
730494.500000,7.698967
730494.583333,7.736398
730494.666667,11.383552
