TS01, '2000-01-01-00:00:00' 
730486.000000,10.076726
730487.000000,10.068406
730488.000000,10.088810
730489.000000,10.089678
730490.000000,10.094605
730491.000000,10.129186
730492.000000,10.117131
730493.000000,10.112930
730494.000000,10.148504
730495.000000,10.174709
730496.000000,10.172388
730497.000000,10.166318
730498.000000,10.155191
730499.000000,10.181158
730500.000000,10.213716
730501.000000,10.233286
730502.000000,10.251706
730503.000000,10.262213
730504.000000,10.294360
730505.000000,10.275311
730506.000000,10.284920
730507.000000,10.300392
730508.000000,10.309692
730509.000000,10.303211
730510.000000,10.318494
730511.000000,10.326954
730512.000000,10.320444
730513.000000,10.350065
730514.000000,10.345150
730515.000000,10.343823
730516.000000,10.389007
730517.000000,10.383945
730518.000000,10.419690
730519.000000,10.438451
730520.000000,10.421032
730521.000000,10.436135
730522.000000,10.449947
730523.000000,10.484525
730524.000000,10.494301
730525.000000,10.528166
730526.000000,10.511381
730527.000000,10.529797
730528.000000,10.509721
730529.000000,10.526740
730530.000000,10.550908
730531.000000,10.557644
730532.000000,10.595119
730533.000000,10.583837
730534.000000,10.613453
730535.000000,10.659977
730536.000000,10.658989
730537.000000,10.664947
730538.000000,10.678981
730539.000000,10.666462
730540.000000,10.689783
730541.000000,10.727770
730542.000000,10.725701
730543.000000,10.735847
730544.000000,10.745923
730545.000000,10.753623
730546.000000,10.780915
730547.000000,10.783038
730548.000000,10.783828
730549.000000,10.823167
730550.000000,10.834551
730551.000000,10.849590
730552.000000,10.833289
730553.000000,10.830386
730554.000000,10.847349
730555.000000,10.837711
730556.000000,10.836987
730557.000000,10.862288
730558.000000,10.870771
730559.000000,10.886917
730560.000000,10.903822
730561.000000,10.884113
730562.000000,10.916223
730563.000000,10.915317
730564.000000,10.912290
730565.000000,10.895464
730566.000000,10.878748
730567.000000,10.883809
730568.000000,10.926448
730569.000000,10.880117
730570.000000,10.872378
730571.000000,10.877625
730572.000000,10.894750
730573.000000,10.858005
730574.000000,10.839292
730575.000000,10.843928
730576.000000,10.821673
730577.000000,10.804819
730578.000000,10.809727
730579.000000,10.810684
730580.000000,10.782292
730581.000000,10.767663
730582.000000,10.792395
730583.000000,10.758303
730584.000000,10.724572
730585.000000,10.714904
730586.000000,10.694982
730587.000000,10.672351
730588.000000,10.671448
730589.000000,10.653184
730590.000000,10.614209
730591.000000,10.614820
730592.000000,10.603008
730593.000000,10.579055
730594.000000,10.558667
730595.000000,10.537275
730596.000000,10.502110
730597.000000,10.515041
730598.000000,10.470127
730599.000000,10.465753
730600.000000,10.432874
730601.000000,10.399191
730602.000000,10.368008
730603.000000,10.330307
730604.000000,10.348080
730605.000000,10.318123
730606.000000,10.239578
730607.000000,10.260746
730608.000000,10.250205
730609.000000,10.224329
730610.000000,10.183211
730611.000000,10.154690
730612.000000,10.141254
730613.000000,10.119236
730614.000000,10.082772
730615.000000,10.081484
730616.000000,10.051707
730617.000000,10.027114
730618.000000,10.028173
730619.000000,10.008264
730620.000000,9.968317
730621.000000,9.950004
730622.000000,9.915299
730623.000000,9.906699
730624.000000,9.876701
730625.000000,9.869080
730626.000000,9.857097
730627.000000,9.861327
730628.000000,9.851879
730629.000000,9.829365
730630.000000,9.813312
730631.000000,9.803048
730632.000000,9.776972
730633.000000,9.764070
730634.000000,9.745325
730635.000000,9.767315
730636.000000,9.762670
730637.000000,9.787490
730638.000000,9.739358
730639.000000,9.724179
730640.000000,9.720373
730641.000000,9.710824
730642.000000,9.733945
730643.000000,9.696749
730644.000000,9.684388
730645.000000,9.666238
730646.000000,9.714486
730647.000000,9.718204
730648.000000,9.690979
730649.000000,9.701999
730650.000000,9.695746
730651.000000,9.708461
730652.000000,9.701726
730653.000000,9.707303
730654.000000,9.691654
730655.000000,9.704515
730656.000000,9.714541
730657.000000,9.707192
730658.000000,9.702875
730659.000000,9.713382
730660.000000,9.732453
730661.000000,9.692409
730662.000000,9.708051
730663.000000,9.712091
730664.000000,9.696670
730665.000000,9.697371
730666.000000,9.678740
730667.000000,9.677298
730668.000000,9.703867
730669.000000,9.673749
730670.000000,9.715899
730671.000000,9.694029
730672.000000,9.679828
730673.000000,9.698011
730674.000000,9.697772
730675.000000,9.691984
730676.000000,9.661671
730677.000000,9.633210
730678.000000,9.646404
730679.000000,9.636298
730680.000000,9.649944
730681.000000,9.625563
730682.000000,9.594425
730683.000000,9.600224
730684.000000,9.572239
730685.000000,9.559615
730686.000000,9.529147
730687.000000,9.517844
730688.000000,9.511011
730689.000000,9.511338
730690.000000,9.512163
730691.000000,9.490802
730692.000000,9.458916
730693.000000,9.445912
730694.000000,9.438870
730695.000000,9.400430
730696.000000,9.409464
730697.000000,9.396057
730698.000000,9.379247
730699.000000,9.366230
730700.000000,9.329916
730701.000000,9.316525
730702.000000,9.305110
730703.000000,9.292649
730704.000000,9.266981
730705.000000,9.244154
730706.000000,9.193051
730707.000000,9.208887
730708.000000,9.193501
730709.000000,9.192797
730710.000000,9.188374
730711.000000,9.125379
730712.000000,9.121480
730713.000000,9.137303
730714.000000,9.103399
730715.000000,9.098184
730716.000000,9.050530
730717.000000,9.039290
730718.000000,9.018023
730719.000000,9.008019
730720.000000,9.011043
730721.000000,8.985892
730722.000000,8.971249
730723.000000,8.982572
730724.000000,8.959181
730725.000000,8.959724
730726.000000,8.952371
730727.000000,8.926270
730728.000000,8.934494
730729.000000,8.919278
730730.000000,8.905022
730731.000000,8.896216
730732.000000,8.901231
730733.000000,8.919015
730734.000000,8.908747
730735.000000,8.926061
730736.000000,8.897257
730737.000000,8.913374
730738.000000,8.920086
730739.000000,8.894233
730740.000000,8.898789
730741.000000,8.906234
730742.000000,8.910850
730743.000000,8.891433
730744.000000,8.903465
730745.000000,8.920985
730746.000000,8.953295
730747.000000,8.926389
730748.000000,8.936358
730749.000000,8.975823
730750.000000,9.002397
730751.000000,9.013434
730752.000000,9.035442
730753.000000,9.047314
730754.000000,9.052504
730755.000000,9.068300
730756.000000,9.072634
730757.000000,9.073089
730758.000000,9.115458
730759.000000,9.118127
730760.000000,9.137027
730761.000000,9.153034
730762.000000,9.176319
730763.000000,9.176163
730764.000000,9.182064
730765.000000,9.209607
730766.000000,9.207763
730767.000000,9.223271
730768.000000,9.258508
730769.000000,9.262882
730770.000000,9.322209
730771.000000,9.335404
730772.000000,9.350235
730773.000000,9.347623
730774.000000,9.369050
730775.000000,9.406126
730776.000000,9.402685
730777.000000,9.444098
730778.000000,9.448590
730779.000000,9.463668
730780.000000,9.477215
730781.000000,9.497410
730782.000000,9.518723
730783.000000,9.532761
730784.000000,9.528699
730785.000000,9.552885
730786.000000,9.555093
730787.000000,9.593322
730788.000000,9.587782
730789.000000,9.609097
730790.000000,9.590015
730791.000000,9.601796
730792.000000,9.606280
730793.000000,9.621531
730794.000000,9.641470
730795.000000,9.622462
730796.000000,9.633417
730797.000000,9.648805
730798.000000,9.669121
730799.000000,9.685105
730800.000000,9.710138
730801.000000,9.690347
730802.000000,9.705166
730803.000000,9.691288
730804.000000,9.718731
730805.000000,9.716019
730806.000000,9.729354
730807.000000,9.737548
730808.000000,9.724393
730809.000000,9.738664
730810.000000,9.735314
730811.000000,9.730054
730812.000000,9.768319
730813.000000,9.756387
730814.000000,9.747992
730815.000000,9.743918
730816.000000,9.764678
730817.000000,9.762528
730818.000000,9.768747
730819.000000,9.779209
730820.000000,9.771128
730821.000000,9.758873
730822.000000,9.780647
730823.000000,9.787472
730824.000000,9.801341
730825.000000,9.799986
730826.000000,9.813583
730827.000000,9.826543
730828.000000,9.838264
730829.000000,9.820814
730830.000000,9.820896
730831.000000,9.830072
730832.000000,9.845180
730833.000000,9.875098
730834.000000,9.876770
730835.000000,9.916350
730836.000000,9.921344
730837.000000,9.934828
730838.000000,9.967168
730839.000000,9.954600
730840.000000,9.949210
730841.000000,9.953597
730842.000000,9.953393
730843.000000,9.962040
730844.000000,9.990968
730845.000000,9.955695
730846.000000,9.981640
730847.000000,9.990301
730848.000000,9.997319
730849.000000,10.013244
730850.000000,10.041745
730851.000000,10.024110
730852.000000,9.971889
730853.000000,9.912421
730854.000000,9.881848
730855.000000,9.849547
730856.000000,9.833776
730857.000000,9.767850
730858.000000,9.732393
730859.000000,9.694575
730860.000000,9.657325
730861.000000,9.605332
730862.000000,9.570213
730863.000000,9.518021
730864.000000,9.478397
730865.000000,9.445241
730866.000000,9.422467
730867.000000,9.372271
730868.000000,9.347926
730869.000000,9.306198
730870.000000,9.242443
730871.000000,9.202357
730872.000000,9.161051
730873.000000,9.134692
730874.000000,9.112867
730875.000000,9.083966
730876.000000,9.030151
730877.000000,9.006312
730878.000000,8.957283
730879.000000,8.905086
730880.000000,8.867037
730881.000000,8.832623
